Manufacturer,Tool Type,Series,Family Code,Part Number,Thread Size,Diameter,Shank Dia,LOC,OAL,Flutes,Coating,Material Focus,List Price,Source File,Imported At,End Geometry,Flute Count,Shank,Corner,Allowed Materials,Source Rule,Flute Length,Overall Length,Material
OSG,End Mill,WX-PHSS,WX-PHSS,3016531,,0.122,0.2362,0.185,2.3622,4,WX,Steel,12000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016536,,0.1417,0.2362,0.2126,2.3622,4,WX,Steel,12000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016537,,0.1457,0.2362,0.2205,2.3622,4,WX,Steel,12000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016538,,0.1496,0.2362,0.2244,2.3622,4,WX,Steel,12000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016544,,0.1732,0.2362,0.2598,2.3622,4,WX,Steel,12900.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016546,,0.1811,0.2362,0.2717,2.3622,4,WX,Steel,12900.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016549,,0.1929,0.2362,0.2913,2.3622,4,WX,Steel,12900.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016551,,0.2008,0.2362,0.3031,2.3622,4,WX,Steel,14000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016552,,0.2047,0.2362,0.3071,2.3622,4,WX,Steel,14000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016553,,0.2087,0.2362,0.315,2.3622,4,WX,Steel,14000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016554,,0.2126,0.2362,0.3189,2.3622,4,WX,Steel,14000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016557,,0.2244,0.2362,0.3386,2.3622,4,WX,Steel,14000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016559,,0.2323,0.2362,0.3504,2.3622,4,WX,Steel,14000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016561,,0.2402,0.315,0.3622,3.1496,4,WX,Steel,18500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016562,,0.2441,0.315,0.3661,3.1496,4,WX,Steel,18500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016563,,0.248,0.315,0.374,3.1496,4,WX,Steel,18500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016564,,0.252,0.315,0.378,3.1496,4,WX,Steel,18500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016565,,0.2559,0.315,0.3858,3.1496,4,WX,Steel,16100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016566,,0.2598,0.315,0.3898,3.1496,4,WX,Steel,18500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016567,,0.2638,0.315,0.3976,3.1496,4,WX,Steel,18500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016568,,0.2677,0.315,0.4016,3.1496,4,WX,Steel,18500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016569,,0.2717,0.315,0.4094,3.1496,4,WX,Steel,18500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016571,,0.2795,0.315,0.4213,3.1496,4,WX,Steel,20400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016574,,0.2913,0.315,0.437,3.1496,4,WX,Steel,20400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016576,,0.2992,0.315,0.4488,3.1496,4,WX,Steel,20400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016577,,0.3031,0.315,0.4567,3.1496,4,WX,Steel,20400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016578,,0.3071,0.315,0.4606,3.1496,4,WX,Steel,20400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016579,,0.311,0.315,0.4685,3.1496,4,WX,Steel,20400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016581,,0.3189,0.3937,0.4803,3.1496,4,WX,Steel,23800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016582,,0.3228,0.3937,0.4843,3.1496,4,WX,Steel,23800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016583,,0.3268,0.3937,0.4921,3.1496,4,WX,Steel,23800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016586,,0.3386,0.3937,0.5079,3.1496,4,WX,Steel,23800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016587,,0.3425,0.3937,0.5157,3.1496,4,WX,Steel,23800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016588,,0.3465,0.3937,0.5197,3.1496,4,WX,Steel,23800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016589,,0.3504,0.3937,0.5276,3.1496,4,WX,Steel,23800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016590,,0.3543,0.3937,0.5315,3.1496,4,WX,Steel,20400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016591,,0.3583,0.3937,0.5394,3.1496,4,WX,Steel,27000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016592,,0.3622,0.3937,0.5433,3.1496,4,WX,Steel,27000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016593,,0.3661,0.3937,0.5512,3.1496,4,WX,Steel,27000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016594,,0.3701,0.3937,0.5551,3.1496,4,WX,Steel,27000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016596,,0.378,0.3937,0.5669,3.1496,4,WX,Steel,27000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016597,,0.3819,0.3937,0.5748,3.1496,4,WX,Steel,27000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016598,,0.3858,0.3937,0.5787,3.1496,4,WX,Steel,27000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016599,,0.3898,0.3937,0.5866,3.1496,4,WX,Steel,27000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016605,,0.4134,0.4724,0.622,3.937,4,WX,Steel,31300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016610,,0.4331,0.4724,0.6496,3.937,4,WX,Steel,27000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016625,,0.4921,0.4724,0.7402,3.937,4,WX,Steel,32100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016630,,0.5118,0.4724,0.7677,3.937,4,WX,Steel,27500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016635,,0.5315,0.4724,0.7992,3.937,4,WX,Steel,33400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016640,,0.5512,0.4724,0.8268,3.937,4,WX,Steel,29400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016645,,0.5709,0.6299,0.8583,4.5276,4,WX,Steel,51900.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016650,,0.5906,0.6299,0.8858,4.5276,4,WX,Steel,45200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016655,,0.6102,0.6299,0.9173,4.5276,4,WX,Steel,59300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016660,,0.6299,0.6299,0.9449,4.5276,4,WX,Steel,54000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016670,,0.6693,0.6299,1.0039,4.5276,4,WX,Steel,59300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016690,,0.748,0.7874,1.122,4.9213,4,WX,Steel,82300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-PHSS,WX-PHSS,3016700,,0.7874,0.7874,1.1811,4.9213,4,WX,Steel,78900.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017030,,0.1181,0.2362,0.1772,1.9685,3,WX,Steel,9150.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017035,,0.1378,0.2362,0.2087,1.9685,3,WX,Steel,9530.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017040,,0.1575,0.2362,0.2362,1.9685,3,WX,Steel,9530.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017045,,0.1772,0.2362,0.2677,1.9685,3,WX,Steel,10200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017050,,0.1969,0.2362,0.2953,1.9685,3,WX,Steel,10200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017055,,0.2165,0.2362,0.3268,1.9685,3,WX,Steel,10600.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017060,,0.2362,0.2362,0.3543,1.9685,3,WX,Steel,10600.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017065,,0.2559,0.315,0.3858,2.3622,3,WX,Steel,12500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017070,,0.2756,0.315,0.4134,2.3622,3,WX,Steel,12500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017075,,0.2953,0.315,0.4449,2.3622,3,WX,Steel,13900.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017080,,0.315,0.315,0.4724,2.3622,3,WX,Steel,13900.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017085,,0.3346,0.3937,0.5039,2.7559,3,WX,Steel,15000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017090,,0.3543,0.3937,0.5315,2.7559,3,WX,Steel,15000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017095,,0.374,0.3937,0.563,2.7559,3,WX,Steel,16100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017100,,0.3937,0.3937,0.5906,2.7559,3,WX,Steel,16100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017110,,0.4331,0.4724,0.6496,2.9528,3,WX,Steel,23800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WX-SHTSS,WX-SHTSS,3017120,,0.4724,0.4724,0.7087,2.9528,3,WX,Steel,23800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130510,,0.0394,0.1575,0.0984,1.5748,4,WXL,Multi-Purpose,3530.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130515,,0.0591,0.1575,0.1575,1.5748,4,WXL,Multi-Purpose,3530.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130520,,0.0787,0.1575,0.2362,1.5748,4,WXL,Multi-Purpose,2940.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130525,,0.0984,0.1575,0.315,1.5748,4,WXL,Multi-Purpose,2940.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130530,,0.1181,0.2362,0.315,1.7717,4,WXL,Multi-Purpose,3040.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130535,,0.1378,0.2362,0.3937,1.7717,4,WXL,Multi-Purpose,5620.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130540,,0.1575,0.2362,0.4331,1.7717,4,WXL,Multi-Purpose,3530.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130545,,0.1772,0.2362,0.4331,1.7717,4,WXL,Multi-Purpose,6550.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130550,,0.1969,0.2362,0.5118,1.9685,4,WXL,Multi-Purpose,3530.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130555,,0.2165,0.2362,0.5118,1.9685,4,WXL,Multi-Purpose,7840.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130560,,0.2362,0.2362,0.5118,1.9685,4,WXL,Multi-Purpose,4110.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130565,,0.2559,0.315,0.6299,2.3622,4,WXL,Multi-Purpose,12100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130570,,0.2756,0.315,0.6299,2.3622,4,WXL,Multi-Purpose,11100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130575,,0.2953,0.315,0.6299,2.3622,4,WXL,Multi-Purpose,12800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130580,,0.315,0.315,0.748,2.3622,4,WXL,Multi-Purpose,7570.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130585,,0.3346,0.3937,0.748,2.7559,4,WXL,Multi-Purpose,15900.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130590,,0.3543,0.3937,0.748,2.7559,4,WXL,Multi-Purpose,14500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130595,,0.374,0.3937,0.748,2.7559,4,WXL,Multi-Purpose,18500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130600,,0.3937,0.3937,0.8661,2.7559,4,WXL,Multi-Purpose,10200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130605,,0.4134,0.4724,0.8661,2.9528,4,WXL,Multi-Purpose,22900.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130610,,0.4331,0.4724,0.8661,2.9528,4,WXL,Multi-Purpose,21100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130615,,0.4528,0.4724,0.8661,2.9528,4,WXL,Multi-Purpose,24100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130620,,0.4724,0.4724,1.0236,2.9528,4,WXL,Multi-Purpose,12700.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130625,,0.4921,0.4724,1.0236,3.3465,4,WXL,Multi-Purpose,31800.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130630,,0.5118,0.4724,1.0236,3.3465,4,WXL,Multi-Purpose,27500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130640,,0.5512,0.4724,1.0236,3.3465,4,WXL,Multi-Purpose,32400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130650,,0.5906,0.6299,1.0236,3.5433,4,WXL,Multi-Purpose,59300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130660,,0.6299,0.6299,1.2598,3.937,4,WXL,Multi-Purpose,46500.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130670,,0.6693,0.6299,1.2598,3.937,4,WXL,Multi-Purpose,57200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130680,,0.7087,0.6299,1.2598,3.937,4,WXL,Multi-Purpose,62300.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130690,,0.748,0.7874,1.2598,3.937,4,WXL,Multi-Purpose,66100.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130700,,0.7874,0.7874,1.4961,4.1339,4,WXL,Multi-Purpose,68200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130710,,0.8268,0.7874,1.4961,4.1339,4,WXL,Multi-Purpose,63200.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130720,,0.8661,0.7874,1.4961,4.1339,4,WXL,Multi-Purpose,70600.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130730,,0.9055,0.9843,1.7717,4.7244,4,WXL,Multi-Purpose,78600.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130740,,0.9449,0.9843,1.7717,4.7244,4,WXL,Multi-Purpose,85600.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130750,,0.9843,0.9843,1.7717,4.7244,4,WXL,Multi-Purpose,102000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-EMS,WXL-EMS,3130800,,1.1811,1.2598,1.7717,4.9213,4,WXL,Multi-Purpose,150000.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182438,,0.1496,0.2362,0.4488,1.7717,2,WXL,Multi-Purpose,5620.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182439,,0.1535,0.2362,0.4606,1.7717,2,WXL,Multi-Purpose,5620.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182440,,0.1575,0.2362,0.4724,1.9685,2,WXL,Multi-Purpose,2830.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182441,,0.1614,0.2362,0.4843,1.9685,2,WXL,Multi-Purpose,5620.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182442,,0.1654,0.2362,0.4961,1.9685,2,WXL,Multi-Purpose,5620.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182443,,0.1693,0.2362,0.5079,1.9685,2,WXL,Multi-Purpose,5620.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182444,,0.1732,0.2362,0.5197,1.9685,2,WXL,Multi-Purpose,5620.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182445,,0.1772,0.2362,0.5315,1.9685,2,WXL,Multi-Purpose,5400.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182446,,0.1811,0.2362,0.5433,2.1654,2,WXL,Multi-Purpose,6470.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182447,,0.185,0.2362,0.5551,2.1654,2,WXL,Multi-Purpose,6470.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182448,,0.189,0.2362,0.5669,2.1654,2,WXL,Multi-Purpose,6470.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182449,,0.1929,0.2362,0.5787,2.1654,2,WXL,Multi-Purpose,6470.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182450,,0.1969,0.2362,0.5906,2.1654,2,WXL,Multi-Purpose,3040.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182451,,0.2008,0.2362,0.6024,2.1654,2,WXL,Multi-Purpose,6470.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
OSG,End Mill,WXL-3D-DE,WXL-3D-DE,3182452,,0.2047,0.2362,0.6142,2.1654,2,WXL,Multi-Purpose,6470.0,RMFI_Tool_Database_Master.xlsx,2026-03-29T08:01:24,,,,,,,,,
